127.0.0.1 - - [27/Jul/2023:15:30:11 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [27/Jul/2023:16:46:57 +0900] "GET /JspProj/calc/calc.jsp?cnt=30&calc=15&calc=51&calc=66&calc=101&calc=44&calc=30&calc=85&calc=19&calc=24&calc=82&calc=38&calc=80&calc=103&calc=62&calc=66&calc=33&calc=10&calc=103&calc=65&calc=53 HTTP/1.1" 200 3798
0:0:0:0:0:0:0:1 - - [27/Jul/2023:16:48:09 +0900] "GET /JspProj/calc/calc.jsp?cnt=30&calc=15&calc=51&calc=66&calc=101&calc=44&calc=30&calc=85&calc=19&calc=24&calc=82&calc=38&calc=80&calc=103&calc=62&calc=66&calc=33&calc=10&calc=103&calc=65&calc=53 HTTP/1.1" 200 3856
0:0:0:0:0:0:0:1 - - [27/Jul/2023:16:48:09 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:16:48:15 +0900] "GET /JspProj/calc/calc.jsp?cnt=15&calc=91&calc=51&calc=97&calc=45&calc=20&calc=21&calc=10&calc=71&calc=18&calc=93&calc=92&calc=18&calc=98&calc=86&calc=19&calc=31&calc=44&calc=35&calc=52&calc=54&calc=78&calc=47&calc=27&calc=50&calc=69&calc=22&calc=19&calc=78&calc=39&calc=59 HTTP/1.1" 200 2373
0:0:0:0:0:0:0:1 - - [27/Jul/2023:16:48:29 +0900] "GET /JspProj/calc/calc.jsp?cnt=15&calc=91&calc=51&calc=97&calc=45&calc=20&calc=21&calc=10&calc=71&calc=18&calc=93&calc=92&calc=18&calc=98&calc=86&calc=19&calc=31&calc=44&calc=35&calc=52&calc=54&calc=78&calc=47&calc=27&calc=50&calc=69&calc=22&calc=19&calc=78&calc=39&calc=59 HTTP/1.1" 200 2427
0:0:0:0:0:0:0:1 - - [27/Jul/2023:16:48:29 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:16:48:31 +0900] "GET /JspProj/calc/calc.jsp?cnt=20&calc=83&calc=83&calc=85&calc=102&calc=27&calc=103&calc=59&calc=88&calc=19&calc=19&calc=16&calc=76&calc=20&calc=49&calc=17 HTTP/1.1" 200 2920
0:0:0:0:0:0:0:1 - - [27/Jul/2023:16:48:41 +0900] "GET /JspProj/calc/calc.jsp?cnt=15&calc=15&calc=57&calc=88&calc=76&calc=40&calc=92&calc=73&calc=44&calc=36&calc=51&calc=46&calc=62&calc=78&calc=78&calc=62&calc=56&calc=93&calc=81&calc=54&calc=55 HTTP/1.1" 200 2425
0:0:0:0:0:0:0:1 - - [27/Jul/2023:16:48:56 +0900] "GET /JspProj/calc/calc.jsp?cnt=5&calc=88&calc=57&calc=84&calc=94&calc=12&calc=22&calc=56&calc=13&calc=89&calc=36&calc=98&calc=31&calc=52&calc=50&calc=54 HTTP/1.1" 200 1439
0:0:0:0:0:0:0:1 - - [27/Jul/2023:16:49:01 +0900] "GET /JspProj/calc/calc.jsp?cnt=5&calc=88&calc=57&calc=84&calc=94&calc=12&calc=22&calc=56&calc=13&calc=89&calc=36&calc=98&calc=31&calc=52&calc=50&calc=54 HTTP/1.1" 200 1441
0:0:0:0:0:0:0:1 - - [27/Jul/2023:16:49:01 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:16:49:02 +0900] "GET /JspProj/calc/calc.jsp?cnt=5&calc=88&calc=57&calc=84&calc=94&calc=12&calc=22&calc=56&calc=13&calc=89&calc=36&calc=98&calc=31&calc=52&calc=50&calc=54 HTTP/1.1" 200 1441
0:0:0:0:0:0:0:1 - - [27/Jul/2023:16:49:02 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:16:49:02 +0900] "GET /JspProj/calc/calc.jsp?cnt=5&calc=88&calc=57&calc=84&calc=94&calc=12&calc=22&calc=56&calc=13&calc=89&calc=36&calc=98&calc=31&calc=52&calc=50&calc=54 HTTP/1.1" 200 1440
0:0:0:0:0:0:0:1 - - [27/Jul/2023:16:49:02 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:16:49:02 +0900] "GET /JspProj/calc/calc.jsp?cnt=5&calc=88&calc=57&calc=84&calc=94&calc=12&calc=22&calc=56&calc=13&calc=89&calc=36&calc=98&calc=31&calc=52&calc=50&calc=54 HTTP/1.1" 200 1439
0:0:0:0:0:0:0:1 - - [27/Jul/2023:16:49:02 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:16:49:02 +0900] "GET /JspProj/calc/calc.jsp?cnt=5&calc=88&calc=57&calc=84&calc=94&calc=12&calc=22&calc=56&calc=13&calc=89&calc=36&calc=98&calc=31&calc=52&calc=50&calc=54 HTTP/1.1" 200 1439
0:0:0:0:0:0:0:1 - - [27/Jul/2023:16:49:02 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:16:49:02 +0900] "GET /JspProj/calc/calc.jsp?cnt=5&calc=88&calc=57&calc=84&calc=94&calc=12&calc=22&calc=56&calc=13&calc=89&calc=36&calc=98&calc=31&calc=52&calc=50&calc=54 HTTP/1.1" 200 1439
0:0:0:0:0:0:0:1 - - [27/Jul/2023:16:49:02 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:16:49:45 +0900] "GET /JspProj/calc/calc.jsp?cnt=5&calc=88&calc=57&calc=84&calc=94&calc=12&calc=22&calc=56&calc=13&calc=89&calc=36&calc=98&calc=31&calc=52&calc=50&calc=54 HTTP/1.1" 200 1407
0:0:0:0:0:0:0:1 - - [27/Jul/2023:16:49:45 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:16:49:48 +0900] "GET /JspProj/calc/calc.jsp?cnt=20&calc=88&calc=10&calc=22&calc=91&calc=27 HTTP/1.1" 200 2889
0:0:0:0:0:0:0:1 - - [27/Jul/2023:16:49:55 +0900] "GET /JspProj/calc/calc.jsp?cnt=15&calc=109&calc=55&calc=50&calc=48&calc=31&calc=13&calc=42&calc=31&calc=29&calc=49&calc=29&calc=88&calc=22&calc=65&calc=27&calc=78&calc=80&calc=68&calc=57&calc=42 HTTP/1.1" 200 2395
0:0:0:0:0:0:0:1 - - [27/Jul/2023:16:51:28 +0900] "GET /JspProj/calc/calc.jsp?cnt=15&calc=109&calc=55&calc=50&calc=48&calc=31&calc=13&calc=42&calc=31&calc=29&calc=49&calc=29&calc=88&calc=22&calc=65&calc=27&calc=78&calc=80&calc=68&calc=57&calc=42 HTTP/1.1" 200 2393
0:0:0:0:0:0:0:1 - - [27/Jul/2023:16:51:28 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:16:51:30 +0900] "GET /JspProj/calc/calc.jsp?cnt=30&calc=52&calc=107&calc=85&calc=52&calc=65&calc=40&calc=76&calc=65&calc=83&calc=31&calc=109&calc=49&calc=27&calc=85&calc=78 HTTP/1.1" 200 3879
0:0:0:0:0:0:0:1 - - [27/Jul/2023:16:51:34 +0900] "GET /JspProj/calc/calc.jsp?cnt=20&calc=55&calc=74&calc=41&calc=12&calc=46&calc=68&calc=91&calc=104&calc=37&calc=102&calc=64&calc=52&calc=81&calc=91&calc=56&calc=81&calc=90&calc=38&calc=42&calc=74&calc=14&calc=56&calc=35&calc=61&calc=35&calc=54&calc=17&calc=28&calc=105&calc=61 HTTP/1.1" 200 2890
0:0:0:0:0:0:0:1 - - [27/Jul/2023:16:51:46 +0900] "GET /JspProj/calc/calc.jsp?cnt=15&calc=58&calc=20&calc=75&calc=20&calc=52&calc=17&calc=25&calc=77&calc=98&calc=91&calc=64&calc=105&calc=107&calc=84&calc=22&calc=68&calc=108&calc=26&calc=101&calc=65 HTTP/1.1" 200 2393
0:0:0:0:0:0:0:1 - - [27/Jul/2023:16:51:48 +0900] "GET /JspProj/calc/calc.jsp?cnt=10&calc=55&calc=31&calc=57&calc=75&calc=74&calc=104&calc=93&calc=62&calc=17&calc=107&calc=66&calc=41&calc=11&calc=45&calc=55 HTTP/1.1" 200 1897
0:0:0:0:0:0:0:1 - - [27/Jul/2023:16:51:50 +0900] "GET /JspProj/calc/calc.jsp?cnt=25&calc=48&calc=54&calc=36&calc=15&calc=97&calc=109&calc=90&calc=31&calc=28&calc=37 HTTP/1.1" 200 3382
0:0:0:0:0:0:0:1 - - [27/Jul/2023:16:52:08 +0900] "GET /JspProj/calc/calc.jsp?cnt=25&calc=48&calc=54&calc=36&calc=15&calc=97&calc=109&calc=90&calc=31&calc=28&calc=37 HTTP/1.1" 200 3363
0:0:0:0:0:0:0:1 - - [27/Jul/2023:16:52:10 +0900] "GET /JspProj/calc/calc.jsp?cnt=15&calc=73&calc=33&calc=87&calc=61&calc=46&calc=101&calc=58&calc=101&calc=30&calc=49&calc=92&calc=23&calc=24&calc=72&calc=102&calc=66&calc=13&calc=12&calc=49&calc=90&calc=80&calc=16&calc=62&calc=20&calc=47 HTTP/1.1" 200 2372
0:0:0:0:0:0:0:1 - - [27/Jul/2023:16:52:11 +0900] "GET /JspProj/calc/calc.jsp?cnt=10&calc=10&calc=48&calc=39&calc=58&calc=54&calc=69&calc=39&calc=16&calc=85&calc=91&calc=103&calc=30&calc=107&calc=76&calc=46 HTTP/1.1" 200 1877
0:0:0:0:0:0:0:1 - - [27/Jul/2023:16:52:13 +0900] "GET /JspProj/calc/calc.jsp?cnt=5&calc=29&calc=28&calc=100&calc=64&calc=90&calc=85&calc=74&calc=37&calc=107&calc=89 HTTP/1.1" 200 1384
0:0:0:0:0:0:0:1 - - [27/Jul/2023:16:52:14 +0900] "GET /JspProj/calc/calc.jsp?cnt=15&calc=50&calc=26&calc=10&calc=22&calc=89 HTTP/1.1" 200 2370
0:0:0:0:0:0:0:1 - - [27/Jul/2023:16:52:15 +0900] "GET /JspProj/calc/calc.jsp?cnt=20&calc=52&calc=62&calc=61&calc=99&calc=93&calc=43&calc=51&calc=30&calc=37&calc=19&calc=78&calc=75&calc=40&calc=47&calc=56 HTTP/1.1" 200 2865
0:0:0:0:0:0:0:1 - - [27/Jul/2023:16:52:17 +0900] "GET /JspProj/calc/calc.jsp?cnt=25&calc=79&calc=95&calc=93&calc=60&calc=53&calc=73&calc=49&calc=46&calc=50&calc=31&calc=49&calc=62&calc=33&calc=86&calc=86&calc=36&calc=57&calc=21&calc=90&calc=37 HTTP/1.1" 200 3363
0:0:0:0:0:0:0:1 - - [27/Jul/2023:16:52:26 +0900] "GET /JspProj/calc/calc.jsp?cnt=30&calc=79&calc=87&calc=82&calc=40&calc=52&calc=70&calc=46&calc=10&calc=19&calc=37&calc=55&calc=89&calc=44&calc=49&calc=78&calc=16&calc=79&calc=28&calc=64&calc=53&calc=102&calc=103&calc=102&calc=65&calc=20 HTTP/1.1" 200 3858
0:0:0:0:0:0:0:1 - - [27/Jul/2023:16:52:27 +0900] "GET /JspProj/calc/calcProcess.jsp?cnt=30&calc=92&calc=34&calc=24&calc=98&calc=90&calc=103&calc=23&calc=102&calc=21&calc=17&calc=72&calc=50&calc=83&calc=96&calc=25&calc=81&calc=37&calc=91&calc=104&calc=68&calc=45&calc=58&calc=65&calc=31&calc=38&calc=92&calc=74&calc=11&calc=72&calc=25 HTTP/1.1" 200 615
0:0:0:0:0:0:0:1 - - [27/Jul/2023:16:52:40 +0900] "GET /JspProj/calc/calc.jsp?cnt=15&calc=79&calc=87&calc=82&calc=40&calc=52&calc=70&calc=46&calc=10&calc=19&calc=37&calc=55&calc=89&calc=44&calc=49&calc=78&calc=16&calc=79&calc=28&calc=64&calc=53&calc=102&calc=103&calc=102&calc=65&calc=20 HTTP/1.1" 200 2370
0:0:0:0:0:0:0:1 - - [27/Jul/2023:16:52:42 +0900] "GET /JspProj/calc/calc.jsp?cnt=20&calc=28&calc=26&calc=23&calc=27&calc=31&calc=12&calc=39&calc=39&calc=46&calc=47&calc=55&calc=35&calc=95&calc=30&calc=14 HTTP/1.1" 200 2867
0:0:0:0:0:0:0:1 - - [27/Jul/2023:16:52:45 +0900] "GET /JspProj/calc/calc.jsp?cnt=10&calc=88&calc=12&calc=80&calc=22&calc=73&calc=11&calc=26&calc=27&calc=67&calc=73&calc=25&calc=109&calc=43&calc=104&calc=88&calc=96&calc=67&calc=82&calc=46&calc=90 HTTP/1.1" 200 1877
0:0:0:0:0:0:0:1 - - [27/Jul/2023:16:53:07 +0900] "GET /JspProj/calc/calc.jsp?cnt=20&calc=108&calc=47&calc=42&calc=46&calc=42&calc=96&calc=107&calc=92&calc=44&calc=21 HTTP/1.1" 200 2869
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:05:44 +0900] "GET /JspProj/calc/student.jsp HTTP/1.1" 200 670
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:08:03 +0900] "GET /JspProj/calc/student.jsp HTTP/1.1" 200 448
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:08:03 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:08:16 +0900] "GET /JspProj/calc/student.jsp HTTP/1.1" 200 448
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:08:16 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:08:17 +0900] "GET /JspProj/calc/student.jsp HTTP/1.1" 200 448
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:08:17 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:08:23 +0900] "GET /JspProj/calc/student.jsp HTTP/1.1" 200 416
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:08:23 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:08:23 +0900] "GET /JspProj/calc/student.jsp HTTP/1.1" 200 416
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:08:23 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:08:40 +0900] "GET /JspProj/calc/student.jsp HTTP/1.1" 200 476
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:08:40 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:08:41 +0900] "GET /JspProj/calc/student.jsp HTTP/1.1" 200 476
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:08:41 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:09:16 +0900] "GET /JspProj/calc/student.jsp HTTP/1.1" 200 788
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:09:16 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:10:04 +0900] "GET /JspProj/calc/student.jsp HTTP/1.1" 200 1273
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:10:04 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:10:50 +0900] "GET /JspProj/calc/student.jsp HTTP/1.1" 200 1447
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:10:50 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:10:58 +0900] "GET /JspProj/calc/student.jsp HTTP/1.1" 200 1446
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:10:58 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:13:28 +0900] "GET /JspProj/calc/student.jsp HTTP/1.1" 200 1466
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:13:28 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:14:04 +0900] "GET /JspProj/calc/student.jsp HTTP/1.1" 200 1466
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:14:04 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:14:26 +0900] "GET /JspProj/calc/student.jsp HTTP/1.1" 200 1466
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:14:26 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:32:18 +0900] "GET /JspProj/calc/student.jsp HTTP/1.1" 200 1585
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:32:18 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:32:33 +0900] "GET /JspProj/calc/studentProcess.jsp?std=a&kor=&eng=&math=&std=b&kor=&eng=&math=&std=c&kor=&eng=&math=&std=d&kor=&eng=&math=&std=e&kor=&eng=&math= HTTP/1.1" 200 1279
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:32:35 +0900] "GET /JspProj/calc/studentProcess.jsp?majName=%EC%98%81%EC%96%B4 HTTP/1.1" 200 1279
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:32:37 +0900] "GET /JspProj/calc/studentProcess.jsp?majName=%EC%98%81%EC%96%B4 HTTP/1.1" 200 1279
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:32:38 +0900] "GET /JspProj/calc/studentProcess.jsp?majName=%EC%88%98%ED%95%99 HTTP/1.1" 200 1279
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:32:39 +0900] "GET /JspProj/calc/studentProcess.jsp?majName=%EC%88%98%ED%95%99 HTTP/1.1" 200 1279
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:32:51 +0900] "GET /JspProj/calc/studentProcess.jsp?majName=%EC%88%98%ED%95%99 HTTP/1.1" 200 1287
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:32:51 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:32:52 +0900] "GET /JspProj/calc/studentProcess.jsp?majName=%EA%B5%AD%EC%96%B4 HTTP/1.1" 200 1287
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:32:53 +0900] "GET /JspProj/calc/studentProcess.jsp?majName=%EC%98%81%EC%96%B4 HTTP/1.1" 200 1287
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:32:54 +0900] "GET /JspProj/calc/studentProcess.jsp?majName=%EC%88%98%ED%95%99 HTTP/1.1" 200 1287
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:33:10 +0900] "GET /JspProj/calc/studentProcess.jsp?majName=%EA%B5%AD%EC%96%B4 HTTP/1.1" 200 1294
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:33:11 +0900] "GET /JspProj/calc/studentProcess.jsp?majName=%EC%98%81%EC%96%B4 HTTP/1.1" 200 1294
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:33:12 +0900] "GET /JspProj/calc/studentProcess.jsp?majName=%EC%88%98%ED%95%99 HTTP/1.1" 200 1294
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:33:13 +0900] "GET /JspProj/calc/studentProcess.jsp?majName=%EC%98%81%EC%96%B4 HTTP/1.1" 200 1294
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:33:15 +0900] "GET /JspProj/calc/studentProcess.jsp?majName=%EA%B5%AD%EC%96%B4 HTTP/1.1" 200 1294
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:33:59 +0900] "GET /JspProj/calc/studentProcess.jsp?majName=%EA%B5%AD%EC%96%B4 HTTP/1.1" 500 2515
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:33:59 +0900] "GET /JspProj/calc/studentProcess.jsp?majName=%EA%B5%AD%EC%96%B4 HTTP/1.1" 500 2515
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:33:59 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:34:00 +0900] "GET /JspProj/calc/studentProcess.jsp?majName=%EA%B5%AD%EC%96%B4 HTTP/1.1" 500 2515
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:34:00 +0900] "GET /favicon.ico HTTP/1.1" 404 818
127.0.0.1 - - [27/Jul/2023:17:34:20 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:34:26 +0900] "GET /JspProj/calc/student.jsp HTTP/1.1" 200 1585
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:34:27 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:34:33 +0900] "GET /JspProj/calc/studentProcess.jsp?std=a&kor=&eng=&math=&std=b&kor=&eng=&math=&std=c&kor=&eng=&math=&std=d&kor=&eng=&math=&std=e&kor=&eng=&math= HTTP/1.1" 200 1291
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:34:58 +0900] "GET /JspProj/calc/studentProcess.jsp?std=a&kor=&eng=&math=&std=b&kor=&eng=&math=&std=c&kor=&eng=&math=&std=d&kor=&eng=&math=&std=e&kor=&eng=&math= HTTP/1.1" 200 1291
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:34:59 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:34:59 +0900] "GET /JspProj/calc/studentProcess.jsp?std=a&kor=&eng=&math=&std=b&kor=&eng=&math=&std=c&kor=&eng=&math=&std=d&kor=&eng=&math=&std=e&kor=&eng=&math= HTTP/1.1" 200 1291
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:34:59 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:35:00 +0900] "GET /JspProj/calc/studentProcess.jsp?std=a&kor=&eng=&math=&std=b&kor=&eng=&math=&std=c&kor=&eng=&math=&std=d&kor=&eng=&math=&std=e&kor=&eng=&math= HTTP/1.1" 200 1291
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:35:00 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:36:35 +0900] "GET /JspProj/calc/student.jsp HTTP/1.1" 200 1750
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:36:35 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:36:39 +0900] "GET /JspProj/calc/studentProcess.jsp?std=&kor=24&eng=47&math=26&std=&kor=32&eng=16&math=27&std=&kor=31&eng=100&math=95&std=&kor=62&eng=9&math=85&std=&kor=12&eng=26&math=27 HTTP/1.1" 200 1396
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:36:48 +0900] "GET /JspProj/calc/student.jsp HTTP/1.1" 200 1750
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:36:48 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:36:49 +0900] "GET /JspProj/calc/studentProcess.jsp?std=&kor=34&eng=81&math=69&std=&kor=43&eng=66&math=94&std=&kor=96&eng=60&math=53&std=&kor=70&eng=45&math=24&std=&kor=99&eng=64&math=99 HTTP/1.1" 200 1476
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:37:06 +0900] "GET /JspProj/calc/studentProcess.jsp?std=&kor=34&eng=81&math=69&std=&kor=43&eng=66&math=94&std=&kor=96&eng=60&math=53&std=&kor=70&eng=45&math=24&std=&kor=99&eng=64&math=99 HTTP/1.1" 200 1476
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:37:06 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:42:01 +0900] "GET /JspProj/calc/studentProcess.jsp?std=&kor=34&eng=81&math=69&std=&kor=43&eng=66&math=94&std=&kor=96&eng=60&math=53&std=&kor=70&eng=45&math=24&std=&kor=99&eng=64&math=99 HTTP/1.1" 500 2426
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:42:01 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:42:06 +0900] "GET /JspProj/calc/student.jsp HTTP/1.1" 200 1748
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:42:07 +0900] "GET /JspProj/calc/studentProcess.jsp?std=&kor=4&eng=91&math=88&std=&kor=99&eng=92&math=24&std=&kor=56&eng=87&math=17&std=&kor=99&eng=6&math=59&std=&kor=39&eng=24&math=57 HTTP/1.1" 500 2426
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:43:37 +0900] "GET /JspProj/calc/studentProcess.jsp?std=&kor=4&eng=91&math=88&std=&kor=99&eng=92&math=24&std=&kor=56&eng=87&math=17&std=&kor=99&eng=6&math=59&std=&kor=39&eng=24&math=57 HTTP/1.1" 200 1490
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:43:37 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:43:53 +0900] "GET /JspProj/calc/studentProcess.jsp?std=&kor=4&eng=91&math=88&std=&kor=99&eng=92&math=24&std=&kor=56&eng=87&math=17&std=&kor=99&eng=6&math=59&std=&kor=39&eng=24&math=57 HTTP/1.1" 200 1491
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:43:53 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:47:37 +0900] "GET /JspProj/calc/studentProcess.jsp?std=&kor=4&eng=91&math=88&std=&kor=99&eng=92&math=24&std=&kor=56&eng=87&math=17&std=&kor=99&eng=6&math=59&std=&kor=39&eng=24&math=57 HTTP/1.1" 200 1552
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:47:37 +0900] "GET /JspProj/calc/studentProcess.jsp?std=&kor=4&eng=91&math=88&std=&kor=99&eng=92&math=24&std=&kor=56&eng=87&math=17&std=&kor=99&eng=6&math=59&std=&kor=39&eng=24&math=57 HTTP/1.1" 200 1552
0:0:0:0:0:0:0:1 - - [27/Jul/2023:17:47:37 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:07:24 +0900] "GET /JspProj/calc/studentProcess.jsp?std=&kor=4&eng=91&math=88&std=&kor=99&eng=92&math=24&std=&kor=56&eng=87&math=17&std=&kor=99&eng=6&math=59&std=&kor=39&eng=24&math=57 HTTP/1.1" 200 1608
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:07:24 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:07:25 +0900] "GET /JspProj/calc/studentProcess.jsp?std=&kor=4&eng=91&math=88&std=&kor=99&eng=92&math=24&std=&kor=56&eng=87&math=17&std=&kor=99&eng=6&math=59&std=&kor=39&eng=24&math=57 HTTP/1.1" 200 1608
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:07:25 +0900] "GET /favicon.ico HTTP/1.1" 404 818
